rome_code,description
H2502,"Organise, optimise et supervise des moyens et des procédés de fabrication, dans un objectif de production de biens ou de produits, selon des impératifs de sécurité, environnement, qualité, coûts, délais, quantité.
Peut encadrer une équipe ou un service et en gérer le budget.
Peut encadrer d''autres services connexes à la production (maintenance, qualité, ...)."
H2503,"Supervise et optimise la production d''une unité élémentaire dans une étape de fabrication d''un site industriel, selon les règles de sécurité et les impératifs de production (qualité, délais, quantité, ...).
Peut coordonner une équipe de production."
H2504,"Organise l''activité d''une ou plusieurs équipes d''opérateurs et de conducteurs de machines ou de lignes de transformation de matière en produit (alimentaire, chimique, plastique, ...) ou en production d''énergie.
Effectue le suivi de la fabrication selon les règles de sécurité, d''hygiène et d''environnement, et les impératifs de production (quantité, délai, qualité, coût, ...).
Contrôle le fonctionnement des équipements (réglages, réajustement, diagnostic de dysfonctionnement, maintenance, ...) et apporte un appui technique aux opérateurs et conducteurs.
Peut suivre la mise en production industrielle de nouveaux produits ou organiser et suivre le stockage ou les expéditions des produits."
H2505,"Organise l''activité d''une ou plusieurs équipes d''opérateurs (coupeur, mécanicien en confection, opérateur de blanchisserie, ...) ou de conducteurs de machines (tisserand, bonnetier, ...) de fabrication, de traitement ou de confection de matériaux souples (cuir, textile, ...).
Effectue le suivi de la fabrication selon les règles de sécurité, d''hygiène et d''environnement et les impératifs de production.
Organise et effectue le suivi de l''approvisionnement de l''atelier et apporte un appui technique aux opérateurs ou conducteurs.
Peut superviser le fonctionnement des équipements (réglages, diagnostic de dysfonctionnement, maintenance, ...)."
H2601,"Réalise manuellement ou à l''aide de machines (tour, ...) les bobinages d''appareils électriques ou électroniques (moteurs, transformateurs, ...), lors de leur fabrication ou de leur réfection, selon les règles de sécurité.
Peut reproduire à l''identique le bobinage d''un appareil détérioré.
Peut remonter l''ensemble d''un moteur ou d''un appareil.
Peut coordonner une équipe."
H2602,"Monte des éléments électriques ou électromécaniques à l''intérieur d''armoires, d''équipements, de matériels ou sur divers supports (châssis, tableaux, ...). Procède à leur connexion selon les règles de sécurité et la réglementation.
Peut insérer un sous-ensemble dans un appareil électrique et en compléter le montage.
Peut installer un ensemble (armoire, appareil, ...) chez le client.
Peut coordonner une équipe."
H2603,"Surveille et régule une ou plusieurs machine(s) de fabrication automatisée(s) de produits électriques, électroniques ou microélectroniques. Intervient selon les règles de sécurité et les impératifs de production (délais, qualité).
Effectue les contrôles de conformité des produits en cours ou en fin de production.
Peut effectuer la maintenance de premier niveau des équipements de production.
Peut coordonner une équipe."
H2604,"Monte tout ou partie de matériels électriques, électromécaniques ou électroniques à l''aide d''outils manuels ou de machines semi-automatiques. Intervient selon les règles de sécurité et les impératifs de production (délais, qualité).
Effectue les contrôles de conformité des produits en cours ou en fin de production.
Peut coordonner une équipe."
H2605,"Réalise manuellement ou au moyen de machines de production, l''insertion, la pose et le câblage de composants électroniques et électriques sur des cartes électroniques, circuits imprimés, châssis, ... selon les règles de sécurité et la réglementation.
Peut effectuer des contrôles de fonctionnement à l''aide d''instruments (bancs d''essais, multimètres, ...).
Peut insérer un sous-ensemble dans un boîtier ou procéder à l''assemblage de tout ou partie du matériel ou de l''appareil.
Peut coordonner une équipe."
H2701,"Surveille et régule à partir d''une salle de commande, une installation de production d''énergie ou de pétrochimie. Intervient selon les règles de sécurité, de sûreté, les normes environnementales et les impératifs de production.
Peut effectuer des rondes sur les installations. Peut réaliser des opérations de maintenance préventive.
Peut coordonner une équipe."
H2801,"Règle et surveille une installation automatisée de transformation de verre (en fusion, ...) en produits (verres creux, verres plats, ...), selon les règles de sécurité, les normes environnementales et les impératifs de production (qualité, coût, délais, ...). Contrôle l''état des équipements et la conformité d''aspect des produits.
Peut effectuer des opérations de parachèvement ou de finition, assurer des opérations d''entretien sur les installations, placer et régler des moules et outillages.
Peut analyser les résultats de production et déterminer des mesures correctives.
Peut apporter un appui technique à l''équipe."
H2802,"Réalise des matériaux de construction (carreaux de plâtre, tuiles en béton, blocs en béton ...) sur des équipements ou des lignes automatisées, selon les règles de sécurité et les impératifs de production (délais, quantité, qualité, ...). Surveille le déroulement des opérations de production (paramètres, ...) et intervient en cas de dysfonctionnement ou de panne (déblocage d''éléments, ajustement de paramètres, ...). Effectue l''entretien des installations et de la zone de travail.
Peut transporter et déplacer les produits. Peut effectuer des contrôles de matières et produits."
H2803,"Façonne de la céramique à l''état liquide/plastique ou émaille des pièces céramiques manuellement ou sur une machine/installation automatisée, selon les règles de sécurité et les impératifs de production (délais, quantité, qualité, ...). Peut réaliser l''entretien et le réglage des équipements et des outillages. Peut préparer et suivre la cuisson des pièces et les conditionner.
Peut coordonner une équipe."
H2804,"Surveille et régule une installation de production automatisée de béton prêt à l''emploi, enrobés, granulats ou ciment, selon les règles de sécurité, d''environnement et les impératifs de production (qualité, délais, quantité, ...).
Peut intervenir directement sur les équipements de production et les instruments de contrôle (détection préventive, entretien de premier niveau, ...).
Peut organiser le stockage des matières premières, les réceptionner, planifier les livraisons et traiter les commandes.
Peut coordonner une équipe (rondiers, opérateurs, ...)."
H2805,"Surveille et régule à distance (salle de contrôle, ...) une installation automatisée de fusion ou de transformation en continu de matière verrière selon les règles de sécurité, les normes environnementales et les impératifs de production (qualité, coûts, délais, ...). Contrôle l''état des équipements de production et de régulation.
Peut effectuer des opérations d''entretien ou de réparation sur les installations, installer et régler des moules et des outillages.
Peut analyser les résultats de production et déterminer des mesures correctives.
Peut apporter un appui technique à différents services (production, qualité, maintenance, ...) et coordonner une équipe."
H2901,"Réalise l''ajustement et le montage fonctionnel de pièces, éléments, systèmes mécaniques à l''unité ou en série au moyen d''équipements d''usinage, de formage, selon les règles de sécurité et les impératifs de production (qualité, délais, ...).
Peut coordonner une équipe."
H2902,"Réalise des ouvrages, structures chaudronnés par la mise en forme et l''assemblage de tôles, tubes et profilés de différentes dimensions, selon les règles de sécurité.
Peut coordonner une équipe."
H2903,"Usine et produit des pièces par enlèvement de matières jusqu''à l''obtention de formes et dimensions définies (plane, cylindrique, ...), à l''unité ou en série, au moyen de machines conventionnelles, à commandes numériques et/ou de centres d''usinages. Intervient selon les règles de sécurité et les impératifs de production (qualité, délai, ...)."
H2904,"Déforme le métal (bloc, feuille, barre, lingot, billette, brame, ...) à chaud ou à froid jusqu''à l''obtention de pièces ou ébauches de pièces aux formes et dimensions définies (profilé, tube, couronne, tôle, ...). Utilise des équipements semi-automatiques ou automatiques, selon les règles de sécurité.
Peut coordonner une équipe."
H2905,"Produit des pièces, éléments finis, semi-finis par découpe et mise en forme de plaques, tôles, profilés, barres, tubes au moyen de machines conventionnelles ou à commande numérique, selon les règles de sécurité et les impératifs de production (qualité, délais, ...)."
H2906,"Surveille et alimente un équipement de production automatisée (machine, ligne, robot, automate) de fabrication mécanique ou d''assemblage d''éléments structurels, selon les règles de sécurité et les impératifs de production (délai, qualité)."
H2907,"Surveille et régule une ou plusieurs phases de production de métaux à chaud (agglomération, fusion, coulée, affinage, ...) en vue de l''obtention de métal en fusion, de pièces semi-finies (brames, lingots, ...) ou finies (pièces moulées, ...). Intervient selon les règles de sécurité, de sûreté, les normes environnementales et les impératifs de production (qualité, coûts, délais, ...).
Contrôle l''état des équipements et effectue des opérations d''entretien et de maintenance sur les installations.
Peut piloter les installations à distance et réaliser des opérations de moulage en machine ou manuellement.
Peut procéder au lancement d''une nouvelle gamme de produits (test, réglage, ...).
Peut analyser des données d''exploitation et effectuer des bilans de résultats (production, consommation d''énergie, ...)."
H2908,"Réalise des outillages non métalliques (modèles, matrice, moules, ...) destinés aux industries de moulage (fonderie, céramique, plasturgie, ...), selon les règles de sécurité et les impératifs de production (qualité, délais, ...).
Peut créer des modèles originaux, réaliser des moules de série et effectuer des essais de moules.
Peut coordonner une équipe."
H2909,"Réalise des opérations de montage d''éléments, pièces, composants d''ensembles mécaniques au moyen d''outils et de machines, selon les règles de sécurité et les impératifs de production (délai, qualité)."
H2910,"Réalise à l''unité ou en série des moules en sable destinés au moulage de métaux en fusion, selon les règles de sécurité et les impératifs de production (qualité, délais, ...).
Peut réaliser des interventions simples de transformation de modèles.
Peut coordonner une équipe."
H2911,"Réalise les sous-ensembles ou structures de constructions métalliques à partir de poutres, poutrelles, éléments de liaison, selon les règles de sécurité et les impératifs de production (délai, qualité, ...).
Peut effectuer sur site la mise en place et le montage final de structures réalisées.
Peut coordonner l''activité d''une équipe."
H2912,"Réalise les réglages des équipements de production, machines (conventionnelles, numériques, ...) jusqu''à l''obtention de formes, dimensions, tolérances, cadences définies à l''unité ou en série selon les règles de sécurité et les impératifs de production (délais, qualité, ...).
Peut coordonner une équipe."
H2913,"Réalise des assemblages d''ensembles et sous-ensembles mécano soudés, chaudronnés ou de tuyauterie par fusion et apport de métal en guidant l''outil à la main sur plaques, tubes, profilés.
Intervient selon les règles de sécurité et les impératifs de réalisation (délai, qualité, ...).
Peut coordonner une équipe."
H2914,"Réalise les sous-ensembles de tuyauteries de transport et d''acheminement de fluides (aérolique, hydraulique, ...) à partir de tubes métalliques et accessoires (coudes, vannes, brides, ...). Assure leur montage sur site selon les règles de sécurité et impératifs de fabrication (délais, qualité, ...).
Peut coordonner une équipe."
H3101,"Surveille et régule une ou plusieurs phases de production de feuilles de papier ou de carton (égouttage, pressage, calandrage, ...) sur machines automatisées selon les règles de sécurité, les normes environnementales et les impératifs de production (qualité, quantité, délais, ...).
Contrôle la conformité du papier ou du carton obtenu d''après la pâte à papier et applique les mesures correctives selon besoin.
Peut effectuer le bobinage, changer les habillages et prélever des échantillons.
Peut analyser les données d''exploitation, effectuer des bilans (production, consommation d''énergie,...)."
H3102,"Surveille et régule une ou plusieurs phases de production de pâte à papier (broyage, mélange, raffinage, pressage....) sur machines automatisées selon les règles de sécurité, les normes environnementales et les impératifs de production (qualité, coûts, délais, ...).
Contrôle l''état des équipements et effectue les manoeuvres sur les installations.
Contrôle la conformité de la pâte et applique les mesures correctives selon besoin.
Peut contrôler les systèmes d''épuration et piloter les installations à distance.
Peut analyser des données d''exploitation et effectuer des bilans (production, consommation d''énergie,...)."
H3201,"Surveille et régule une ou plusieurs machines automatisées de transformation de produits plastiques, caoutchouc ou matières composites selon les règles de sécurité et les impératifs de production (qualité, coûts, délais, ...). Effectue des contrôles de conformité des produits en cours de production.
Peut réaliser des opérations manuelles liées au produit (finition, conditionnement, ...), régler les équipements et effectuer la maintenance de premier niveau.
Peut coordonner une équipe (opérateurs, ...)."
H3202,"Installe les outillages et règle les équipements pour la production de pièces en plastique ou en caoutchouc, selon les règles de sécurité et les impératifs de production (cadence, spécificités, ...).
Apporte un appui technique en cas d''anomalie et de dysfonctionnement sur les machines et les périphériques (affinage des réglages, ...). Effectue les démarrages et les changements de production. Peut lancer un nouvel équipement.
Peut réaliser des opérations manuelles (alimentation des machines, conditionnement, ...) et effectuer l''entretien des équipements.
Peut coordonner une équipe."
H3203,"Fabrique manuellement ou à l''aide d''appareils, à l''unité ou en petites séries, des pièces en matériaux composites selon divers procédés de stratification sur moule ou modèle.
Intervient selon les règles de sécurité et les impératifs de production (délais, qualité, ...).
Peut réaliser des opérations de parachèvement des pièces."
H3301,"Conditionne des produits au moyen d''une machine automatisée d''emballage, d''embouteillage, de palettisation selon les règles d''hygiène, de sécurité et les impératifs de production (délais, quantités, qualité). Applique des mesures correctives en cas de dysfonctionnement des équipements et de non-conformité du conditionnement des produits.
Peut effectuer le réglage, l''entretien des équipements et réaliser des opérations de marquage, de stockage, d''étiquetage, ...
Peut coordonner une équipe (manutentionnaires, opérateurs, ...)."
H3302,"Effectue une série d''opérations manuelles liées au tri, à l''assemblage/montage et au conditionnement de pièces ou produits divers (plasturgiques, alimentaires, optiques) sur une table de travail et une ligne de production automatisée (principalement en fin de ligne, ...). Intervient selon les impératifs de production et les normes d''hygiène et de sécurité.
Peut alimenter une machine, réaliser des opérations de finition des produits, les étiqueter et les contrôler à la livraison.
Peut coordonner une équipe."
H3303,"Prépare des mélanges de matières solides et liquides (pesage, ...) et les transforme (broyage, mélange, ...) au moyen d''équipements automatisés ou à conduite manuelle. Intervient selon les règles d''hygiène et de sécurité, d''environnement et les impératifs de production (qualité, délais, quantité, ...).
Surveille le fonctionnement des équipements. Effectue des opérations de conditionnement.
Peut guider le stockage des matières/produits et effectuer des interventions de premier niveau sur les équipements."
H3401,"Parachève et réduit par abrasion les aspérités et rugosités des surfaces de pièces et produits industriels usinés, bruts de fonderie, de forge, ... selon les règles de sécurité et les impératifs de production (qualité, délais, ...)."
H3402,"Réalise des traitements de surface de protection à l''usure, à la corrosion et/ou de décoration par dépôt électrochimique sur des pièces et produits neufs ou usés. Intervient selon les règles de sécurité et les impératifs de réalisation (délais, qualité, ...).
Peut coordonner une équipe."
H3403,"Applique un traitement thermique, thermochimique afin de modifier des propriétés et caractéristiques mécaniques et structurelles de pièces selon les règles de sécurité et les impératifs de réalisation (délais, qualité, ...).
Peut coordonner une équipe."
H3404,"Applique des couches de revêtement ou de protection (peinture, laque, ...) sur des pièces et produits industriels selon les règles de sécurité et les impératifs de réalisation (délais, qualité, ...).
Peut coordonner une équipe."
I1101,"Organise et dirige les opérations d''entretien et le maintien de la viabilité d''infrastructures et bâtis (ouvrages, réseaux, bâtiments, voiries, ...) selon les règles de sécurité et d''environnement et les impératifs d''exploitation.
Peut coordonner une équipe.
Peut diriger un service et en gérer le budget."
I1102,"Organiser et superviser les activités et les interventions de maintenance d''un ou plusieurs services, dans un objectif de fiabilisation des moyens et outils de production selon les normes de sécurité, hygiène et environnement et les impératifs de productivité et de qualité.
Peut diriger un service à spécialités hétérogènes en terme de maintenance (mécanique, électricité, électronique, automatisme, hydraulique, pneumatique, ...)."
I1103,"Supervise et contrôle l''entretien d''un parc de véhicules ou le suivi d''une flotte de véhicules professionnels de clients, de sociétés, de collectivités, selon la réglementation de sécurité et les impératifs de coût, délai et qualité."
I1201,"Effectue la pose des affichages publicitaires sur des supports et mobiliers urbains. Réalise l''entretien des mobiliers, abris, panneaux urbains et de leurs abords selon les règles de sécurité et les impératifs d''exploitation (propreté, qualité ...).
Réalise la pose intérieure ou extérieure de signalétique (totems, panneaux muraux, enseignes, ...).
Peut coordonner une équipe."
I1202,"Surveille la viabilité (état, propreté, sécurité, ...) du réseau routier et des équipements.
Réalise les interventions de sécurisation et d''entretien selon les règles de sécurité et les impératifs d''exploitation (flux, trafic, ...).
Peut coordonner l''activité d''une équipe."
I1203,"Effectue la maintenance et l''entretien des locaux et espaces à usage collectif (locaux communaux, établissements hospitaliers, maisons de retraite, immeubles, écoles, locaux d''entreprises,...) selon les règles de sécurité. Peut gérer les approvisionnements d''outils et de consommables."
I1301,"Effectue l''entretien, le dépannage, la surveillance ou l''installation d''équipements à dispositifs mécaniques, électriques, électroniques, automatiques, hydrauliques, ... (ascenseurs, escaliers mécaniques, trottoirs roulants, monte-charges, ...) selon les règles de sécurité et la réglementation.
Peut coordonner une équipe."
I1302,"Installe et règle des équipements automatisés autonomes ou des systèmes industriels automatisés et effectue leur maintenance (préventive, curative, ...), selon les règles de sécurité.
Peut coordonner une équipe."
I1303,"Effectue l''installation, la mise en service ou la maintenance (entretien, dépannage, approvisionnement en produits, ...) de distributeurs automatiques (produits alimentaires, journaux, tickets, billets de train, ...), selon les règles d''hygiène et de sécurité.
Peut coordonner une équipe."
I1304,"Effectue l''entretien, le dépannage, la surveillance et l''installation d''équipements, de matériels industriels ou d''exploitation de conception pluritechnologique, selon les règles de sécurité et la réglementation.
Peut effectuer la planification d''opérations de maintenance ou d''installation d''équipements.
Peut coordonner une équipe."
I1305,"Procède à l''installation et à la maintenance corrective et préventive d''appareils, d''équipements, d''installations ou de systèmes à forte composante électronique, selon les règles de sécurité.
Peut assurer une assistance téléphonique (hot line, ...) aux utilisateurs.
Peut coordonner une équipe."
I1306,"Effectue l''installation, la mise en service et la maintenance d''installations frigorifiques (froid commercial, froid industriel, ...) ou d''équipements de conditionnement d''air et de climatisation (à détente directe, à circuits secondaires de refroidissement, centralisé, ...), selon les règles de sécurité et la réglementation.
Peut intervenir sur des installations de cuisines professionnelles.
Peut effectuer des opérations de dépannage sur des installations de chauffage."
I1307,"Effectue l''entretien, le dépannage, l''assemblage et l''installation d''équipements de télécommunication ou de technologie des courants faibles (alarme anti-intrusion, alarme incendie, contrôle d''accès, interphone, surveillance vidéo, ...), selon les règles de sécurité et la réglementation. Intervient sur les matériels (centraux téléphoniques, ...), les logiciels de configuration ou sur les réseaux de communication.
Peut conseiller, former et assister les utilisateurs, sur site, par télémaintenance ou téléassistance."
I1308,"Effectue la mise en service et le dépannage d''installations de chauffage (chaudières d''immeubles, production de vapeur ou d''eau chaude en milieux industriels, fours industriels, équipements de cogénération, ...), selon les règles de sécurité et la réglementation.
Peut exécuter des opérations d''installation d''équipement.
Peut procéder à la surveillance d''installations de chauffage et intervenir sur des opérations de dépannage d''installations frigorifiques ou de conditionnement d''air."
I1309,"Effectue la maintenance préventive ou corrective d''équipements ou d''installations électriques, à partir de schémas électriques ou de plans d''implantation, selon les règles de sécurité et la réglementation.
Peut effectuer des opérations d''installation ou de modification de matériels électriques.
Peut cordonner une équipe."
I1310,"Réalise l''entretien, la maintenance, la mise à niveau ou la rénovation mécanique des matériels, équipements, installations de production/exploitation industrielles, selon les règles de sécurité et les impératifs de production (délais, qualité, ...).
Peut coordonner une équipe."
I1401,"Effectue le dépannage, l''entretien et l''installation d''équipements ou de parcs d''équipements informatiques ou bureautiques (matériels, logiciels, réseaux, ...), selon les règles de sécurité et la réglementation.
Peut conseiller, former et assister les utilisateurs (sur site, par télémaintenance, téléassistance, ...).
Peut assembler ou intégrer un équipement (configurations standards ou spécifiques, ...).
Peut coordonner une équipe."
I1402,"Répare des appareils électrodomestiques par changement de pièces mécaniques, composants électriques, cartes électroniques et par réglage, selon les règles de sécurité et les techniques définies.
Peut réparer des éléments ou des pièces défectueuses.
Peut coordonner une équipe."
I1501,"Réalise des interventions techniques en grande hauteur et d''accès difficile. Exécute les opérations de nettoyage, de maintenance, de réfection ou de protection extérieurs de bâtiments, de monuments et d''ouvrages de génie civil, à l''aide de cordes, nacelles, selon les règles de sécurité.
Peut encadrer une équipe."
I1502,"Réalise des interventions techniques en milieu subaquatique pour des opérations de travaux publics, maintenance, recherche, expertise, sécurité d''éléments immergés, selon les règles de sécurité.
Peut coordonner une équipe et diriger une plongée."
I1503,"Réalise des opérations techniques d''assainissement, de décontamination ou de maintenance en milieu nucléaire, bactériologique ou chimique.
Met en oeuvre des équipements, installations et procédures de déplacements d''éléments polluants et nocifs selon des règles de sécurité et sanitaires strictes.
Peut coordonner une équipe."
I1601,"Réalise l''installation et la maintenance de matériels et équipements spécifiques embarqués, dans un objectif d''amélioration, de mise et de maintien en état et en conformité des embarcations, pour la navigation et la plaisance, selon la réglementation, les normes et besoins du client."
I1602,"Réalise l''entretien, le contrôle et la maintenance préventive et curative des aéronefs selon les protocoles de visites et la réglementation de l''aéronautique.
Peut réaliser des visites en ligne ou en escale et des interventions de grand entretien.
Peut coordonner une équipe."
I1603,"Effectue les réparations et les révisions des engins et matériels agricoles, de chantier, de levage et manutention, selon les règles de sécurité et la réglementation.
Peut effectuer des dépannages sur site (terrains agricoles, chantiers, ...)."
I1604,"Effectue les réparations, révisions, contrôles périodiques de véhicules automobiles particuliers ou industriels selon les règles de sécurité et la réglementation.
Peut effectuer des dépannages et des essais de véhicules sur route.
Peut coordonner une équipe."
I1605,"Réalise la maintenance et la réparation des moteurs, machines de propulsion, installations auxiliaires (apparaux, équipement de commande, ...) de bateaux et navires, selon les règles de sécurité et la réglementation.
Installe et met en service des moteurs hors bord, inbord, essence ou diesel et leurs équipements et accessoires périphériques.
Peut manoeuvrer et déplacer des bateaux.
Peut réaliser des opérations d''usinage de pièces."
I1606,"Répare par remise en forme ou remplacement des éléments endommagés de carrosserie ou de structure (passage au marbre, ...)
Réalise des opérations de finition (préparation de surface, peinture, ...) selon les règles de sécurité et la réglementation.
Peut effectuer des modifications de carrosserie et des petits travaux de sellerie.
Peut coordonner une équipe."
I1607,"Procède à l''entretien ou à la réparation de moteurs, organes et équipements de cycles, motocycles, matériels de parcs et jardins et autres matériels et engins à moteur 2 ou 4 temps, selon les règles de sécurité et la réglementation.
Peut effectuer la vente de véhicules ou de matériels."
J1101,"Réalise des bilans de santé auprès de publics scolaires, salariés, ..., organise et suit des actions individuelles et collectives de dépistage, de prévention selon la réglementation sociale et les orientations de Santé Publique.
Peut effectuer le suivi de publics en situation particulière (enfants handicapés, salariés atteints de maladies professionnelles, ...).
Peut coordonner une équipe."
J1102,"Prévient, diagnostique les pathologies et réalise les soins de patients selon la spécialité médicale ou chirurgicale.
Peut organiser la prise en charge médicale d''urgence.
Peut mettre en place le recueil et le traitement des informations médicales.
Peut mener des actions de formation ou d''enseignement.
Peut coordonner une équipe, diriger un cabinet ou un service hospitalier."
J1103,"Diagnostique les pathologies dentaires, réalise les soins, effectue la pose d''appareillage et conseille le patient sur l''hygiène bucco-dentaire.
Peut réaliser des soins d''orthopédie dento-faciale.
Peut coordonner une équipe et diriger un cabinet."
J1104,"Réalise le suivi et l''accompagnement de la femme enceinte tout au long de la grossesse et intervient dans le déroulement de l''accouchement et l''accueil du nouveau-né.
Peut organiser des séances de préparation à l''accouchement ou mettre en place une rééducation post-accouchement.
Peut diriger un cabinet."
J1201,"Réalise ou contrôle la réalisation d''actes de biologie médicale, interprète et valide les résultats afin de contribuer au diagnostic et au suivi de patients selon les règles du Code de Santé Publique.
Peut organiser la collecte et la dispensation des Produits Sanguins Labiles -PSL-.
Peut coordonner une équipe ou diriger un ou plusieurs laboratoires."
J1202,"Délivre des produits pharmaceutiques et réalise des préparations pharmaceutiques pour des clients/patients selon la prescription médicale ou la demande individuelle.
Peut conseiller, vendre d''autres produits (parapharmacie, matériel médical, orthopédique, ...).
Peut intervenir dans le cadre d''actions de formation.
Peut coordonner une équipe, diriger une officine ou un service."
J1301,"Effectue le nettoyage des parties communes d''un ou plusieurs services hospitaliers et l''entretien de l''environnement de vie des patients/résidents selon les règles d''hygiène et d''asepsie.
Peut effectuer le service hôtelier (distribution de repas, collations, ...) auprès des patients/résidents.
Peut acheminer les patients (brancardage) au sein de l''établissement hospitalier.
Peut effectuer la stérilisation de matériel médicochirurgical."
J1302,"Réalise et traite des prélèvements biologiques en vue d''analyses biomédicales selon la prescription médicale, dans un objectif de diagnostic, dépistage, traitement, prévention ou de recherche.
Peut réaliser des prélèvements biologiques spécifiques (sang, sécrétions, ...)."
J1303,"Prépare les éléments médico-techniques en vue de la réalisation des actes par le praticien et effectue le suivi médico administratif des dossiers des patients/clients.
Peut apporter un appui technique au praticien dans la réalisation des soins.
Peut installer du matériel médical au domicile de particuliers (respirateur, pompe à nutrition, ...).
Peut effectuer la gestion administrative de la structure."
J1304,"Réalise la prise en charge d''enfants de la naissance à quinze ans, les guide dans les gestes de la vie quotidienne et effectue des soins d''hygiène, de confort afin de contribuer à leur bien-être et leur développement."
J1305,"Réalise le transport sanitaire ou l''accompagnement de personnes (patients, personnes blessées ou accidentées, ...) vers les structures de soins selon les règles d''hygiène, de confort et de sécurité.
Peut transporter des personnes en conditions d''urgence et pratiquer les gestes de secours (massages cardiaques, respiratoires, ...).
Peut accomplir des opérations ou missions annexes (formalités administratives, transport groupé de public spécifique, missions d''assistance humanitaire, ...).
Peut coordonner une équipe ou diriger une structure."
J1306,"Réalise des clichés d''imagerie médicale (radiologie conventionnelle, IRM, scannographie, ...) de diagnostic ou de dépistage de pathologie selon la prescription médicale.
Peut intervenir dans la mise en place de traitements thérapeutiques (radiothérapie, curiethérapie, ...).
Peut réaliser des calculs dosimétriques."
J1307,"Réalise des préparations pharmaceutiques et délivre des produits (médicaments, dispositifs médicaux stériles, ...) selon la prescription médicale ou la demande individuelle.
Peut conseiller et vendre des articles de parapharmacie."
J1401,"Réalise et délivre une aide auditive aux personnes déficientes auditives selon la prescription médicale ou la demande individuelle.
Conseille les personnes sur le port d''un appareillage auditif (éducation prothétique) et met en place le suivi technique (contrôle, réglage, ...).
Peut participer à des actions de dépistage, de sensibilisation en lien avec d''autres intervenants (médecine du travail, scolaire, ...).
Peut coordonner une équipe (assistants, audioprothésistes, ...), diriger une structure."
J1402,"Elabore le bilan diététique et réalise le suivi nutritionnel de personnes bien portantes ou de malades (patients hospitalisés, diabétiques, ...) selon la prescription médicale ou la demande individuelle.
Conseille et informe les professionnels (de restauration, de santé, ...) sur la diététique et l''hygiène alimentaire.
Peut contrôler la chaîne alimentaire en collectivité (de la conception des menus à la distribution des repas) selon la réglementation en matière d''hygiène alimentaire.
Peut diriger un cabinet."
J1403,"Rééduque, réadapte les personnes atteintes de déficience, d''incapacité ou d''handicap (physique, psychique, ...) selon la prescription médicale ou la demande individuelle.
Peut concevoir et réaliser des appareillages (orthèses, attelles, ...)."
J1404,"Rééduque et réadapte les déficiences motrices, les limitations fonctionnelles de la personne selon la prescription médicale dans un but d''entretien, de restauration, d''adaptation de la gestuelle ou d''optimisation de la fonction motrice.
Peut proposer un traitement selon une orientation thérapeutique spécifique (ostéopathie, chiropractie, ...).
Peut réaliser des actions de prévention (bilans ergonomiques, suivi de sportifs, ...).
Peut diriger un cabinet."
J1405,"Assemble et délivre des équipements de correction optique à des personnes atteintes de troubles visuels selon la prescription médicale, la demande individuelle.
Commercialise des articles (lunettes de soleil, étuis, instruments optiques, produits de conservation et de nettoyage, ...).
Peut mesurer l''acuité visuelle et déterminer la correction optique nécessaire à la personne.
Peut coordonner une équipe (monteur vendeur, opticien, personnel administratif, ...), diriger un ou plusieurs magasins d''optique."
J1406,"Corrige ou améliore la communication orale, écrite de personnes atteintes de troubles du langage, de la parole ou de la voix. Réalise le bilan orthophonique et met en place les séances de rééducation sur prescription médicale.
Peut effectuer une rééducation orthophonique pour des publics atteints de handicaps particuliers (surdité, laryngectomie, ...).
Peut diriger un cabinet."
J1407,"Rééduque ou réadapte le système oculaire de personnes atteintes de troubles de la vision (strabisme, défaut de convergence, amblyopie, ...) selon la prescription médicale.
Peut procéder à des examens d''exploration visuelle (sens chromatique, champ visuel, ...).
Peut effectuer une rééducation en basse vision.
Peut diriger un cabinet."
J1408,"Prévient et traite manuellement les dysfonctionnements ou perturbations de la mobilité des tissus du corps humain afin de réguler ou corriger le fonctionnement musculo-squelettique.
Peut diriger un cabinet."
J1409,"Effectue les soins d''hygiène et d''entretien du pied, conçoit et réalise des appareillages (orthèses plantaires orthopédiques, orthoplasties, ...) selon la préconisation médicale ou la demande individuelle des personnes pour le traitement des troubles des appuis plantaires.
Peut diriger un cabinet."
J1410,"Conçoit, modifie ou répare des éléments prothétiques dentaires à partir des données du praticien dentaire, ... selon les règles d''hygiène et les impératifs de qualité.
Peut réaliser des appareillages d''orthopédie dento-faciale.
Peut coordonner une équipe, diriger un laboratoire dentaire."
J1411,"Conçoit et réalise des appareillages de compensation (orthèse) ou de remplacement (prothèse) de la partie déficiente du corps de la personne selon la prescription médicale ou la demande individuelle.
Peut effectuer la pose et l''adaptation d''appareillage sur la personne.
Peut réaliser des éléments prothétiques spécifiques (prothèses oculaires, faciales, ...).
Peut coordonner une équipe, diriger une structure."
J1412,"Met en place des thérapies à médiation corporelle visant le rétablissement de l''équilibre et l''harmonie avec le corps.
Intervient auprès de personnes atteintes de troubles psychomoteurs ou neuromoteurs (perturbations du schéma corporel, tics, inhibitions, ...) selon la prescription médicale ou la demande individuelle.
Peut recourir à des médiations thérapeutiques particulières (musicothérapie, équithérapie, ...)
Peut diriger un cabinet."
J1501,"Surveille l''état de santé des patients, les accompagne dans les gestes de la vie quotidienne et réalise des soins d''hygiène, de confort selon la préconisation médicale et les consignes du personnel soignant."
